datetime,ID,CH4,CO2,OH,Cnt
2022-08-17 09:52:03,4,74.00,7.10,-0.00,"1
"
2022-08-17 09:53:43,4,73.90,7.10,-0.00,"1
"
2022-08-17 09:55:24,4,75.10,7.20,-0.00,"1
"
2022-08-17 09:57:04,4,75.40,7.30,-0.00,"1
"
2022-08-17 09:58:45,4,75.40,7.30,-0.00,"1
"
2022-08-17 10:00:25,4,75.40,7.30,-0.00,"1
"
2022-08-17 10:02:06,4,75.20,7.30,-0.00,"1
"
2022-08-17 10:03:46,4,75.30,7.30,-0.00,"1
"
2022-08-17 10:05:26,4,75.00,7.30,-0.00,"1
"
2022-08-17 10:07:07,4,74.80,7.30,-0.00,"1
"
2022-08-17 10:08:47,4,74.90,7.30,-0.00,"1
"
2022-08-17 10:10:28,4,74.90,7.30,-0.00,"1
"
2022-08-17 10:12:08,4,75.00,7.30,-0.00,"1
"
2022-08-17 10:13:49,4,74.80,7.30,-0.00,"1
"
2022-08-17 09:33:41,703,404,"61
",,
2022-08-17 09:35:21,706,407,"62
",,
2022-08-17 09:37:02,708,408,"62
",,
2022-08-17 09:38:42,707,407,"62
",,
2022-08-17 09:40:23,709,409,"62
",,
2022-08-17 09:42:03,706,407,"62
",,
2022-08-17 09:43:43,713,412,"62
",,
2022-08-17 09:45:24,687,392,"60
",,
2022-08-17 09:47:04,711,410,"62
",,
2022-08-17 09:48:45,707,407,"62
",,
2022-08-17 09:50:25,706,407,"62
",,
2022-08-17 09:52:06,707,407,"62
",,
2022-08-17 09:53:46,709,409,"62
",,
2022-08-17 09:55:26,708,408,"62
",,
2022-08-17 09:57:07,697,400,"61
",,
2022-08-17 09:58:47,697,400,"61
",,
2022-08-17 10:00:28,695,398,"60
",,
2022-08-17 10:02:08,693,396,"60
",,
2022-08-17 10:03:49,697,400,"61
",,
2022-08-17 10:05:29,693,396,"60
",,
2022-08-17 10:07:09,697,400,"61
",,
2022-08-17 10:08:50,698,400,"61
",,
2022-08-17 10:10:30,704,405,"61
",,
2022-08-17 10:12:11,700,402,"61
",,
2022-08-17 10:13:51,697,400,"61
",,
