datetime,ID,CH4,CO2,OH,Cnt
2022-07-15 15:53:57,3,54.20,-8.80,-0.00,"5
"
2022-07-15 15:55:38,3,54.20,-8.90,-0.00,"6
"
2022-07-15 15:57:18,3,54.20,-8.70,-0.00,"6
"
2022-07-15 15:58:58,3,54.20,-8.20,-0.00,"6
"
2022-07-15 16:00:39,3,54.10,-8.10,4.00,"6
"
2022-07-15 16:02:19,3,54.20,-7.90,4.00,"6
"
2022-07-15 16:04:00,3,54.20,-7.90,4.00,"6
"
2022-07-15 16:05:40,3,54.20,-8.20,4.00,"6
"
2022-07-15 16:07:21,3,54.20,-8.10,4.00,"6
"
2022-07-15 16:09:01,3,54.00,-7.90,4.00,"6
"
2022-07-15 16:10:42,3,54.00,-7.90,4.00,"6
"
2022-07-15 15:30:34,1,60.30,12.80,4.00,"3
"
2022-07-15 15:32:15,1,60.10,12.80,4.00,"3
"
2022-07-15 15:33:55,1,60.10,12.80,4.00,"3
"
2022-07-15 15:35:36,1,60.30,12.80,4.00,"3
"
2022-07-15 15:37:16,1,60.40,12.80,4.00,"3
"
2022-07-15 15:38:56,1,60.60,12.80,4.00,"3
"
2022-07-15 15:40:37,1,60.30,12.80,4.00,"3
"
2022-07-15 15:42:17,1,60.40,12.80,4.00,"3
"
2022-07-15 15:43:58,1,60.50,12.80,4.00,"4
"
2022-07-15 15:45:38,1,60.60,12.80,4.00,"4
"
2022-07-15 15:47:18,1,60.50,12.80,4.00,"4
"
2022-07-15 15:48:59,1,60.30,12.80,4.00,"4
"
2022-07-15 15:50:39,1,60.10,12.80,-0.00,"4
"
2022-07-15 15:52:20,1,60.50,12.80,-0.00,"4
"
2022-07-15 15:54:00,1,60.50,12.80,-0.00,"4
"
2022-07-15 15:55:40,1,60.40,12.80,-0.00,"4
"
2022-07-15 15:57:21,1,60.30,12.80,-0.00,"4
"
2022-07-15 15:59:01,1,60.30,12.80,-0.00,"4
"
2022-07-15 16:00:42,1,60.20,12.80,4.00,"4
"
2022-07-15 16:02:22,1,60.00,12.80,4.00,"4
"
2022-07-15 16:04:02,1,60.30,12.80,4.00,"5
"
2022-07-15 16:05:43,1,60.30,12.80,4.00,"5
"
2022-07-15 16:07:23,1,60.10,12.80,4.00,"5
"
2022-07-15 16:09:04,1,60.10,12.80,4.00,"5
"
2022-07-15 16:10:44,1,60.00,12.80,4.00,"5
"
2022-07-15 15:30:37,2,72.90,11.30,4.00,"3
"
2022-07-15 15:32:17,2,72.90,11.30,4.00,"3
"
2022-07-15 15:33:58,2,73.00,11.30,4.00,"3
"
2022-07-15 15:35:38,2,73.00,11.30,4.00,"3
"
2022-07-15 15:37:19,2,73.10,11.30,4.00,"3
"
2022-07-15 15:38:59,2,73.00,11.30,4.00,"3
"
2022-07-15 15:40:40,2,73.00,11.30,4.00,"3
"
2022-07-15 15:42:20,2,72.90,11.30,4.00,"3
"
2022-07-15 15:44:01,2,73.20,11.30,4.00,"3
"
2022-07-15 15:45:41,2,73.10,11.30,4.00,"3
"
2022-07-15 15:47:21,2,73.10,11.30,4.00,"3
"
2022-07-15 15:49:02,2,73.00,11.30,-0.00,"3
"
2022-07-15 15:50:42,2,72.80,11.30,-0.00,"3
"
2022-07-15 15:52:23,2,73.00,11.30,-0.00,"3
"
2022-07-15 15:54:03,2,73.20,11.30,-0.00,"3
"
2022-07-15 15:55:44,2,72.90,11.30,-0.00,"3
"
2022-07-15 15:57:24,2,72.90,11.30,-0.00,"3
"
2022-07-15 15:59:04,2,72.80,11.30,-0.00,"3
"
2022-07-15 16:00:45,2,72.90,11.40,4.00,"3
"
2022-07-15 16:02:25,2,72.90,11.30,4.00,"3
"
2022-07-15 16:04:06,2,73.30,11.40,4.00,"4
"
2022-07-15 16:05:46,2,73.20,11.30,4.00,"4
"
2022-07-15 16:07:27,2,73.00,11.30,-0.00,"4
"
2022-07-15 16:09:07,2,73.10,11.30,4.00,"4
"
2022-07-15 16:10:48,2,73.00,11.30,4.00,"4
"
2022-07-15 15:30:40,1023,652,"95
",,
2022-07-15 15:32:20,1023,652,"95
",,
2022-07-15 15:34:01,1023,652,"95
",,
2022-07-15 15:35:41,1023,652,"95
",,
2022-07-15 15:37:22,1023,652,"95
",,
2022-07-15 15:39:02,1023,652,"95
",,
2022-07-15 15:40:43,1023,652,"95
",,
2022-07-15 15:42:23,1023,652,"95
",,
2022-07-15 15:44:04,1023,652,"95
",,
2022-07-15 15:45:44,1023,652,"95
",,
2022-07-15 15:47:24,1023,652,"95
",,
2022-07-15 15:49:04,1023,652,"95
",,
2022-07-15 15:50:45,1023,652,"95
",,
2022-07-15 15:52:25,1023,652,"95
",,
2022-07-15 15:54:06,1023,652,"95
",,
2022-07-15 15:55:46,1023,652,"95
",,
2022-07-15 15:57:27,1023,652,"95
",,
2022-07-15 15:59:07,1023,652,"95
",,
2022-07-15 16:00:47,1023,652,"95
",,
2022-07-15 16:02:28,1023,652,"95
",,
2022-07-15 16:04:08,1023,652,"95
",,
2022-07-15 16:05:49,1023,652,"95
",,
2022-07-15 16:07:29,1023,652,"95
",,
2022-07-15 16:09:10,1023,652,"95
",,
2022-07-15 16:10:50,1023,652,"95
",,
